借据流水号,客户编号,客户名称,业务品种,是否表外,起始日期,到期日期,年利率,放款金额,借据余额,附加担保方式,业务品种大类,逾期天数,五级分类,经办人,业务品种细分,核心企业名称,组织机构证注册地,营业执照证注册地,统一社会信息证注册地,注册地址,利率调整周期,下一结息日,所属部门HR,终结日期,还款金额,ECIF客户号
2025052000000021,2018040900000180,陕西盛兴金属材料有限公司,反向保理,表内,2025-05-20,2026-05-14,6,122562.86,122562.86,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市未央区,陕西省西安市,,2026-05-14,供应链金融部,,0E-20,200001521312
2025080500000039,2022031000000115,兰州盛世钢铁有限公司,反向保理,表内,2025-08-05,2026-07-31,6,378718.32,378718.32,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,甘肃省兰州市七里河区,,2026-07-31,供应链金融部,,0E-20,320012387332
2024122000000018,2023022100000001,青岛奥顺宇供应链管理有限公司,反向保理,表内,2024-12-20,2025-12-20,5,375797.5,375797.5,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,山东省青岛市城阳区,山东省青岛市城阳区,山东省青岛市城阳区,山东省青岛市城阳区,,2025-12-20,公司业务三部,,0E-20,320015338320
2024122000000007,2023022300000008,无锡合山化工科技有限公司,反向保理,表内,2024-12-20,2025-12-20,5,2456455.02,2456455.02,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市滨湖区,江苏省无锡市滨湖区,江苏省无锡市滨湖区,江苏省无锡市滨湖区,,2025-12-20,公司业务三部,,0E-20,320015353567
2025010200000019,2021111000000382,宜兴市宝杰绝缘材料有限公司,反向保理,表内,2025-01-02,2025-12-31,5,333490.5,333490.5,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,江苏省无锡市宜兴市,,2025-12-31,公司业务三部,,0E-20,320012358208
2025071000000042,2021111900000854,扬州腾飞电缆电器材料有限公司,反向保理,表内,2025-07-10,2026-07-10,5,1387662.05,1387662.05,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,江苏省扬州市宝应县,,2026-07-10,公司业务三部,,0E-20,320007968853
PJ20250625000047,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-25,2025-12-25,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2024082900000039,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-08-29,2026-02-24,6.5,244629,244629,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-08-24,供应链金融部,,0E-20,200002480813
2024072900000019,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-07-29,2026-01-24,6.5,515066.68,515066.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-07-24,供应链金融部,,0E-20,200002480813
2025022000000011,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-20,2026-02-15,6,131531.4,131531.4,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-15,供应链金融部,,0E-20,200002480813
2024121700000013,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-12-17,2025-12-12,6.5,151814.55,151814.55,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-12-12,供应链金融部,,0E-20,200002480813
2025030700000021,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-03-07,2026-03-02,6,131891.76,131891.76,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-03-02,供应链金融部,,0E-20,200002480813
2025070400000026,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-04,2026-06-29,6,111773.52,111773.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-06-29,供应链金融部,,0E-20,200002480813
2025022400000007,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-02-24,2026-02-19,6,74411.07,74411.07,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-02-19,供应链金融部,,0E-20,200001805176
2025051500000022,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-05-15,2026-05-10,6,65640.08,65640.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-05-10,供应链金融部,,0E-20,200001805176
2024082200000037,2019061800000047,广州钢易商贸有限公司,反向保理,表内,2024-08-22,2026-02-17,6.5,108140.16,108140.16,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市,,2025-08-17,供应链金融部,,0E-20,200002511793
2024121700000010,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-12-17,2025-12-12,6.5,244228.59,244228.59,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-12-12,供应链金融部,,0E-20,200001697732
2024073100000010,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-07-31,2026-01-25,6.5,50189.27,50189.27,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-07-25,供应链金融部,,0E-20,200001697732
2024081400000008,2018053000000005,西安源石物资有限公司,反向保理,表内,2024-08-14,2026-02-08,6.5,111723.17,111723.17,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市新城区,陕西省西安市,,2025-08-08,供应链金融部,,0E-20,200001697732
2025022700000016,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-27,2026-02-22,6,141879.56,141879.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-22,供应链金融部,,0E-20,200002480813
2024081600000036,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-08-16,2026-02-11,6.5,246130.56,246130.56,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-08-11,供应链金融部,,0E-20,200002480813
2024073100000024,2019061800000067,陕西东乐物资有限公司,反向保理,表内,2024-07-31,2026-01-26,6.5,385161.52,385161.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2025-07-26,供应链金融部,,0E-20,200002482189
2025042100000020,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-04-21,2026-04-16,6,120849.96,120849.96,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-04-16,供应链金融部,,0E-20,200001805176
2025051500000019,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-05-15,2026-05-10,6,123720.33,123720.33,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-05-10,供应链金融部,,0E-20,200001805176
2025031400000019,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-03-14,2026-03-09,6,131284.22,131284.22,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-03-09,供应链金融部,,0E-20,200001805176
2024072400000001,2019061800000067,陕西东乐物资有限公司,反向保理,表内,2024-07-24,2026-01-18,6.5,364605.85,364605.85,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市灞桥区,陕西省西安市,,2025-07-18,供应链金融部,,0E-20,200002482189
2024070800000021,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-07-08,2026-01-03,6.5,655986.68,655986.68,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-07-03,供应链金融部,,0E-20,200002552499
2024081300000054,2019071700000055,天峰供应链有限公司,反向保理,表内,2024-08-13,2026-02-07,6.5,16900.98,16900.98,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市江北区,浙江省宁波市,,2025-08-07,供应链金融部,,0E-20,200002552499
2024091400000055,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-14,2026-03-09,6.5,111080.9,111080.9,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-09,供应链金融部,,0E-20,200002480813
2025072300000039,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-23,2026-07-18,6,110476.08,110476.08,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-07-18,供应链金融部,,0E-20,200002480813
2025021300000006,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-13,2026-02-08,6.5,112005.6,112005.6,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-08,供应链金融部,,0E-20,200002480813
2025072300000042,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-07-23,2026-07-18,6,117441.32,117441.32,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-07-18,供应链金融部,,0E-20,200002480813
2024092300000047,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2024-09-23,2026-03-18,6.5,118232.7,118232.7,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2025-09-18,供应链金融部,,0E-20,200002480813
2025021800000001,2019061800000060,中海腾达（北京）物资有限公司,反向保理,表内,2025-02-18,2026-02-12,6,131972.46,131972.46,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市房山区,北京市房山区,北京市房山区,北京市房山区,,2026-02-12,供应链金融部,,0E-20,200002480813
2025051900000041,2021071400000333,广州德信钢铁有限公司,反向保理,表内,2025-05-19,2026-05-14,6,91776.52,91776.52,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,广东省广州市黄埔区,,2026-05-14,供应链金融部,,0E-20,320009532774
PJ20250606000047,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
PJ20250606000046,2021121200000002,上海诚沐贸易有限公司,银行承兑汇票,表外,2025-06-06,2025-12-06,100,10000000,10000000,,票据,0,1-正常,张子龙,,,上海市金山区,上海市金山区,上海市金山区,上海市金山区,,,,,0E-20,310012485265
2025010200000017,2023030100000002,杭州科利化工股份有限公司,反向保理,表内,2025-01-02,2025-12-31,5,164668.96,164668.96,,贸易融资,0,1-正常,尹筱玲（客户经理）,线上供应链-瑞e保,远东智慧能源股份有限公司,浙江省杭州市钱塘区,浙江省杭州市钱塘区,浙江省杭州市钱塘区,浙江省杭州市钱塘区,,2025-12-31,公司业务三部,,0E-20,320015553254
2024080100000020,2023050900000010,北京恒瑞腾辉物资有限公司,反向保理,表内,2024-08-01,2026-01-26,6.5,137298.99,137298.99,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市昌平区,北京市昌平区,北京市昌平区,北京市昌平区,,2025-07-26,供应链金融部,,0E-20,320015340873
2024080700000013,2023050900000010,北京恒瑞腾辉物资有限公司,反向保理,表内,2024-08-07,2026-01-27,6.5,134747.17,134747.17,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,北京市昌平区,北京市昌平区,北京市昌平区,北京市昌平区,,2025-07-27,供应链金融部,,0E-20,320015340873
2024100800000040,2023050900000016,河北硕创贸易有限公司,反向保理,表内,2024-10-08,2025-10-03,6.5,110991.5,110991.5,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,河北省邯郸市复兴区,,2025-10-03,供应链金融部,,0E-20,320014158226
2025072300000037,2018060800000007,安徽众乘物资有限公司,反向保理,表内,2025-07-23,2026-07-18,6,70106.48,70106.48,,贸易融资,0,1-正常,黄有凯,瑞e订,钰翔环保供应链管理（上海）有限公司,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市庐阳区,安徽省合肥市,,2026-07-18,供应链金融部,,0E-20,200001805176
